Species name;Markers;Species value;Species dispersion left;Species dispersion right;Species min value;Species max value;Species value (original);Species dispersion left(original);Species dispersion right(original);Species min value(original);Species max value(original);Unified units;Original unit;Tissue type;Disease;Average type;Dispersion type;ID type;ID value;Link;Source type;Patient race/ethnicity;Patient # male;Patient # female;Patient group average age;Patient group comment;Patient number;Patient weight (kg);Patient BMI;Patient height (cm);Patient Smoking status;Breast milk feeding (%);Fasting before blood draw (hours);FEV1, L;FEV1, % predicted;FEV1 before salbutamol (% predicted);FEV1 after salbutamol (% predicted);PC20 аfer methacholine;Severity
TNFa;;0.390015601;0.390015601;0.390015601;NA;NA;10;10;10;NA;NA;pM;pg/mL;Serum;COVID-2019;Median;IQR(Q1, Q3);PMID;32401715;Tab. 1, p. 5;Article;;23;18;52;;41;;;;Smoker - 1;;;;;;;;
TNFa;;0.288611544;0.128705148;1.482059282;NA;NA;7.4;3.3;38;NA;NA;pM;pg/mL;Blood;COVID-2019;Median;IQR(Q1, Q3);PMID;32317267;tab.S1 p.2;Article;;58;38;55;;96;;;;;;;;;;;;moderate-to-severe
TNFa;;0.538221529;0.237909516;1.677067083;NA;NA;13.8;6.1;43;NA;NA;pM;pg/mL;Blood;COVID-2019;Median;IQR(Q1, Q3);PMID;32317267;tab.S1 p.2;Article;;9;13;47.5;;22;;;;;;;;;;;;Mild
TNFa;;0.237909516;0.128705148;1.482059282;NA;NA;6.1;3.3;38;NA;NA;pM;pg/mL;Blood;COVID-2019;Median;IQR(Q1, Q3);PMID;32317267;tab.S1 p.2;Article;;49;25;57;;74;;;;;;;;;;;;Severe
TNFa;;0.596723869;0.2925117;NA;NA;NA;15.3;7.5;NA;NA;NA;pM;pg/mL;Serum;Healthy control;Mean;SD;PMID;10080883;Tab. 1, p. 81;Article;;15;5;58;;20;;;;;;;;;;;;
TNFa;;0.75975039;0.152106084;NA;0.062402496;1.911076443;19.48;3.9;NA;1.6;49;pM;pg/mL;Exhaled Breath Condensate;Healthy control;Mean;SEM;PMID;18845357;Tab. 2, p. 222;Article;;;;;;15;;;;All - smokers;;;;;;;;
TNFa;;0.865834633;0.167706708;NA;0.152106084;2.223088924;22.2;4.3;NA;3.9;57;pM;pg/mL;Serum;Healthy control;Mean;SEM;PMID;18845357;Tab. 2, p. 222;Article;;;;;;15;;;;All - smokers;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Serum;Plasma;Sputum;linning fluid;lymph node;Blood;BAL;EBC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HC;0.242394696;0.0549922;0.679017161;6.790171607;0.222308892;1.092043682;2.159516381;0.75975039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COVID-19;0.390015601;3.510140406;NA;NA;NA;0.288611544;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
